Category,Description,Documentation,Domain,Date,Condition,Creator,Materials,ID,Title,Origin
Chirurgie générale,,,,,bon,,,-384,instrument de chirurgie (mini burin ?),
Chirurgie générale,inscriptions: Panglandine Glesol Couturieux / Iodine Sulfoidol Robin,,,,bon,,,-385,Bistouri rétractable,
Chirurgie générale,,,,,,Fabrique internat. d’objets de pansement Schaffouse Suisse,,682,Soie pour ligatures,
Chirurgie générale,,,,,,walter,,55,Aiguille de Reverdin avec roulette,
Chirurgie générale,,,,,,,,-386,Trousses de chirurgie vides en tissu,
Chirurgie générale,,,,Première moitié du 20e s.,,,,-387,Trousse de chirurgie ambulatoire,
Objets d'art et d'artisanat,Buste en plâtre. Inscriptions: [face] Mathias Mayor (1775-1847); [côté gauche] J. Boubin sculpt.,,,19e siècle (v. 1840),bon,"J. Boubin, sculpteur",,-389,Buste de Mathias Mayor,
,"étui cylindrique en métal et cuir, décoré de petits disques métalliques dont beaucoup manquent. 6 lancettes avec manche en écaille, l’une d’entre elles est coincée dans l’étui. Une avec nom “NOBLET”. Une autre avec trèfle dont la tige serpente",,,Fin 18e s.,,noblet (une lancette),,531,Set de lancettes à saignées avec manche en écaille,
,Scarificateur à ressorts en métal 16 lames de marque aesculap (logo sur le levier),,,20e s.,bon,Aesculap,,-390,Scarificateur à ressorts,
,"“Richard Wolf GmbH KNITTLINGEN Württ.”Type: 831 / Lampen Nr.:37 / Fabrikations Nr.: 7403 tiges avec ampoules, 3 cylindres de longueurs différentes, 2 pièces cylindriques avec un bouton, une pièce cylindrique avec appendice, une tige avec embout arrondi, un cylindre avec dispositif optique, étui en plastique transparent percé de trous, pièce avec embout vissable, tuyau orange avec bout métallique, câble électrique, graisse, ampoules de rechange (10). dans un coffret en bois. lolo “Margot et Jeannet, mobilier médico-chirurgical, Lausanne”",,,20e s.,,wolf,,-299,appareil à endoscopie rectale,
,Etui à lancettes en métal (argent?) ciselé de manière sommaire. Contient 4 lancettes en métal et écaille/corne (marques: Mathieu A Paris / Capron A Paris / Charriere),,,19e s.,bon,,,-392,Etui à lancettes et 4 lancettes,
,"Clystère à pompe en bois, corps probablement en étain. Sans marque ni date. Sont inscrits deux numéros d’inventaire différents (0595 et 0802). Je choisis 0595.",,,19e s.,bon,,,595,clystère,
,,,,20e s.,Bon,Ulrich Swiss,,-393,Pince ou porte aiguille,
,,,,20e s.,"Bon, légère rouille",Luer France,,-394,Pince longue à trois griffes,
,,,,20e s.,"Bon, légère rouille",Collin France,,-395,Pince à mors flexible ou Pince du docteur Rochard // à identifier,
,,,,20e s.,Bon,Hausmann,,-396,Pince de A. Reverdin? // à identifier,
,,,,20e s.,"Moyen, rouille",Sans marque,,-397,Pince à tissus ou pansements,
,,,,20e s.,Bon,Rostfrei,,-398,"Pince pour préhension d’artères, de tendons, d’organes et de tissus",
,,,,20e s.,,R. Kutill,,-399,Ciseaux chirurgicaux ou dissection,
,,,,,bon,,,-400,Ciseau chirurgical,
,,,,20e s.,Bon,Sans marque,,-401,Lot d’aguilles à trocart,
,,,,20e s.,Bon,Bott & Walla,,-402,Pinces à échardes,
,,,,20e s.,,Aesculap ?,,-403,Spéculum,
,,,,20e s.,,Sans marque,,-404,Aiguille d’urologie,
,,,,20e s.,Bon,"HCB, Swiss",,-405,Trocart,
,,,,20e s.,Bon,Sans marque,,-406,Pince ou porte aiguille,
,,,,20e s.,Bon,W. Margot & Cie,,-407,"Pince pour préhension d’artères, de tendons, d’organes et de tissus",
,,,,20e s.,Bon,,,-408,Porte aiguille de vaccination,
,,,,20e s.,Bon,Collin,,-409,Aiguille à ligature,
,,,,20e s.,Bom,Sans marque,,-410,Spéculum,
,,,,20e s.,Bon,E. Gibri,,-411,Aiguille à prise de sang sur poignée à déclic,
,,,,20e s.,"Bon, légères rouilles",Collin,,-412,Sonde,
,,,,20e s.,Bon,Pas de marque,,-413,Aiguille de Vaccinostyles (aiguille de vaccination?),
,,,,20e s.,Bon,E. Gribi,,-414,Pince à hémostatique,
,,,,20e s.,Bon,Sans marque,,-415,Sonde,
,,,,20e s.,"Mauvais, rouillé",Favre,,-416,Sonde,
,,,,20e s.,"Mauvais, rouillé",Demaurex,,-417,Aiguille à ligature,
,,,,20e s.,,Sans marque,,-418,Aiguille à ligature,
,,,,20e s.,"Moyen, rouillé",Collin France,,-419,Couteau d’anatomie,
,,,,20e s.,Bon (légères rouilles),Jetter et Scheerer,,84,Porte-aiguille de Kader,
,,,,20e s.,Bon,Sans marque,,285,Pince hémostatique,
,,,,20e s.,,"Schaerer, Paris",,362,Pince / à identifié,
,,,,20e s.,,Logo à identifier,,416,Pince à poser et enlever les agrafes,
,,,,20e s.,Bon,A. Favre,,861,Instrument de mesure de Phalange,
,,,,20e s.,Bon,Nichtrosend,,865,Trocart-siphon pleural à soupape,
,,,,20e s.,,,,-420,Sonde,
,,,,20e s.,Bon,Sans marque,,-421,Porte-aiguille,
,,,,20e s.,,M. Schaerer A. G. Bern,,-423,Pince / à identifier,
,,,,20e s.,Bon (légères rouilles),,,-424,Porte-aiguille ,
,,,,20e s.,Bon,Sans marque,,-425,Porte-aiguilles Durogrip,
,,,,20e s.,Bon,Klöpfer,,-426,Pince à champs,
,,,,20e s.,,,,-427,Pince à préhension d'intestin / à identifier,
,,,,20e s.,Bon,,,-422,Porte-Aiguille,
Diagnostic,,,,20e s.,Bon,Sans marque,,4,Stéthoscope monoaural,
Diagnostic,,,,,,,,5,Stéthoscope,
Diagnostic,,,,20e s.,Bon,Sans marque,,10,Stéthoscope monoaural,
Diagnostic,,,,20e s.,Bon,Sans marque,,148,Stéthoscope monoaural,
Diagnostic,,,,20e s.,,Sans marque,,167,Marteau à réflexe,
Diagnostic,,,,,,,,246,,
Diagnostic,,,,20e s.,Bon,"Margot & Jeannet, Lausanne ",,438,Abaisse-langue,
Diagnostic,,,,20e s.,Bon,Sans marque,,-428,Marteau à réflexe,
Diagnostic,,,,20e s.,Bon,Sans marque,,-429,Marteau à réflexe,
Diagnostic,"Thermomètre rond en métal, gradué de 34 à 42 degrés Celsius, marqué “Cary”(déjà inventorié par Suzanne en 2008)",,,20e s.,Bon,Cory Eisenhut Basel Swissmade,,-430,Thermomètre,
Diagnostic,,,,20e s.,Bon,Sans marque,,-431,Abaisse langue en corne,
Diagnostic,,,,20e s.,Bon,Dalacin C,,-432,Abaisse-langue ,
Diagnostic,,,,20e s.,Bon,Sans marque,,-433,Dynamomètre,
Diagnostic,,,,20e s.,Bon,Fabriquant à identifier,,-434,Marteau à réflexe,
Diagnostic,,,,20e s.,Bon,W. Margot & Cie,,-435,Marteau à réflexe rétractable,
Diagnostic,,,,20e s.,Bon,Bismocetine Lepetit,,-436,Lot de deux abaisses-langue,
Diagnostic,,,,20e s.,Bon,Aesculap,,-437,Marteau à réflexe avec pinceau et aiguille,
Diagnostic,,,,20e s.,Bon,Margot & Jeannet Lausanne ,,-438,Abaisse-langue,
Diagnostic,,,,20e s.,Bon,"Margot & Jeannet, Lausanne ",,-439,Abaisse-langue,
Diagnostic,,,,20e s.,Bon,Aesculap,,-440,Abaisse-langue,
Diagnostic,,,,20e s.,Bon,Aesculap,,-441,Abaisse-langue,
Diagnostic,,,,20e s.,Bon,Aesculap,,-442,Abaisse-langue,
Diagnostic,,,,20e s.,Bon,W. Margot & Cie,,-443,Abaisse-langue,
Diagnostic,,,,20e s.,Bon,Sans marque,,-444,Lot de trois abaisses-langue en verre,
Diagnostic,,,,20e s.,Bon,Sans marque,,-445,Thermomètre,
,,,,20e s.,,"Spengler, Paris - 16 rue de l’Odéon (modèle déposé)",,152,Microstéthoscope de Spengler,
,,,,20e s.,,Russka,,-446,Poire pour tensiomètre,
,,,,20e s.,,Sans marque,,-447,Poire pour tensiomètre,
,,,,20e s.,,Sans marque,,-448,Poire pour tensiomètre,
,,,,20e s.,,Erkameter,,-449,Poire pour tensiomètre,
,,,,20e s.,,Sans marque,,-450,Poire pour tensiomètre,
,,,,20e s.,,Continental,,-451,Poire pour tensiomètre,
,,,,20e s.,,,,-452,Tensiomètre,
,,,,20e s.,,,,-453,Tensiomètre,
,,,,20e s.,,,,-454,Tube caoutchouc de tensiomètre,
,,,,20e s.,,Sans marque,,-455,Poire pour tensiomètre,
,,,,20e s.,,Yale Stethoscope B-D Becton Dickinson & Co (pour un des embouts),,-456,Accessoires pour stéthoscope ,
,,,,20e s.,,Braum D.R.G.M.,,773,Pince à identifier,
,,,,20e s.,,Sans marque,,774,Pince à identifier,
,,,,20e s.,,Sans marcque,,-457,Pince à identifier,
,,,,20e s.,,Sans marque,,-458,Pince à dissection en baïonnette ,
,,,,20e s.,,Sans marque,,-459,Pince à griffe,
,,,,20e s.,,W. Margot,,-460,Pince à identifier,
,,,,20e s.,,Hausmann / AESCULAP,,-461,Pince à disséquer à mors,
,,,,20e s.,,Sans marque,,-462,Pince à identifier,
,,,,20e s.,,Sans marque,,-463,Pince à identifier,
,,,,20e s.,,M. Schaerer A.G. Bern 39,,-464,Pince à griffe,
,,,,20e s.,,R. Kutill,,-465,Pince à griffe,
,,,,20e s.,,Hausmann,,-466,Pince à griffe,
,,,,20e s.,,Aesculap NRM,,-467,Pince à griffe,
,,,,20e s.,,Sans marque,,-468,Petit bol à bec verseur,
,,,,20e s.,,Sans marque,,-469,Pince à pansement,
,,,,20e s.,,Bruneau,,-470,Ciseaux coudés,
,,,,20e s.,Bon,Hausmann,,-471,Ecarteurs,
,,,,20e s.,,Sans marque,,-472,Pice à griffe,
,,,,20e s.,,Sans marque,,-473,Pice à griffe,
,,,,20e s.,,Hausmann,,-474,Pince à biopsie,
,,,,20e s.,"Bon, quelques traces de rouille",Hausmann,,-475,Pince hémostatique ,
,,,,20e s.,,,,-476,Pince coudée dentée à hémostatique,
,,,,20e s.,Bon,Aesculap,,-477,Pince obstétrique pour post-abortum (à faux germes),
,,,,20e s.,Bon+,M. Schaerer S.A.,,-478,Pinces à uterine à griffe,
,,,,20e s.,Bon,ICSA,,-479,Pince à pansement utérin,
,,,,20e s.,Bon,Hahnart & Co,,-477,Pince coudée à identifier,
,,,,20e s.,Bon,Sans marque,,-480,Rugine,
,,,,20e s.,Bon. légères rouilles,Collin,,439,Lot de 2 de rugines pour côte,
,,,,20e s.,"Bon, légères rouilles","1 sans marque, 1 Schaerer",,440,Lot de deux rugines,
,,,,20e s.,,"3 sans marque, 1 Schaerer",,441,Lot de 4 rugines pour les côtes,
,,,,20e s.,"Bon, légères rouilles","1 sans marque, 1 Schaerer",,442,Lot de 2 rugines,
,,,,20e s.,"Bon, légères rouilles",Collin,,443,Lot de 2 rugines,
,,,,20e s.,"Moyenne, rouilles",Collin,,444,Rugine pour côte,
,,,,20e s.,"Bon, légères rouilles",Schaerer,,445,Crochet ou écarteur ,
,,,,20e s.,"Moyen, rouillée",Collin,,446,Rugine,
,,,,20e s.,Bon,Sans marque,,32,Seringue dans son étui en métal ,
,,,,20e s.,,Sans marque,,56,Seringue en verre dans son étui en velours,
,,,,20e s.,Bon ,Sans marque,,81,Boite de souture avec agraphes et pince,
,,,,20e s.,Bon,Sans marque ,,354,Boite à seringue ,
,,,,20e s.,Rouillé,Sans marque,,588,Etui à seringue ,
,,,,20e s.,bon,Sans marque,,699,Seringue en verre,
,,,,20e s.,Bon,Sans marque,,700,Seringue en verre dans son étui en velours,
,,,,20e s.,Bon,Sans marque,,701,Seringue en verre dans son étui en velours,
,,,,20e s.,Bon,Sans marque,,-481,Boite à seringue ,
,,,,20e s.,Bon,Record,,-482,Boite métallique avec divers embouts à seringues et injecteurs,
,,,,20e s.,,Hausman A.G.,,-483,Seringue en verre dans sa boite stérile,
,,,,20e s.,Bon légères rouilles,Sans marque,,-484,Lot de 3 seringues en verre,
,,,,20e s.,Bon,Lieberg-Tuberkullin,,-485,Seringue en verre dans son étui de velours,
,,,,20e s.,Bon,Sans marque,,-486,Seringue en métal,
,,,,20e s.,Bon,sans marque,,-487,Seringue en verre,
,,,,20e s.,Bon,Sans marque,,-488,Seringue en verre,
,,,,20e s.,Bon,Sans marque ,,-489,Seringue en métal,
,,,,20e s.,Bon,Sans marque,,-490,Seringue en métal,
,,,,20e s.,Bon,"Laboratoirs Fraisse, 8 Rue Jasmin, Paris ",,-491,Seringue en verre,
,,,,20e s.,Bon,Star,,-492,Seringue en verre,
,,,,20e s.,Bon,Sans marque,,-493,Seringue en verre,
,,,,20e s.,,Sans marque,,-494,Seringue en verre,
,,,,20e s.,Bon,Sans marque,,-495,Boite à seringue ,
,,,,20e s.,,Sans marque,,-496,Aspirateur,
,,,,20e s.,Bon,Sans marque,,-497,Récipient en verre,
,,,,20e s.,Bon,Socorex,,-498,Seringue 2 ml,
,,,,20e s.,Bon,Sans marque,,-499,Aspirateur / seringue à aspiration,
,,,,20e s.,Bon,Collin,,-500,Aspirateur à deux robinets / seringue à aspiration,
,L’objet a du être créer entre 1934 et 1938 car il figure dans le catalogue Duffaud de 1938 et non dans celui de 1934. ,,,Première moitié du 20e s.,Bon,Duffaud France,,-501,Seringue de Louis Jubé pour transfusion de sang,
,"Cet appareil a des multiples fonctions tel que la ponction pleurale, l’injection d’oxygène, la pneumothorax d’oxygène thérapeutique ou la ponction exploratrice du d’abcès du foie. ",,,20e s.,Bon,Duffaud Paris,,-502,Evacuateur du Docteur Charles Mayer à mouvement rotatif continu,
,,,,20e s.,Bon,Sans marque,,-503,Lot de 5 aiguilles à souture,
,"Squelette humain incomplet; Sur l'omoplate droite est écrit ""Ed. Péclard préparateur Ecole Médecine"". Il est en relatif bon état. Un péroné s'est détaché et l'autre a les deux extrémités cassées. Manquent le gros orteil du pied gauche (2 métatarses) et l'index ( 3 métacarpes) de la main droite. Concernant la mâchoire, manquent la dernière molaire et la dent de sagesse à la maxillaire supérieure gauche, ainsi que les dents de sagesse et une canine gauche à la maxillaire inférieure.",,,entre 1919-1950,,"Edmond Péclard, préparateur de l’Ecole de Médecine",,-504,Squelette humain,"Ecole de Médecine, Lausanne"
,,,,20e s.,Bon,D.R.G.M.,,778,Lot de 11 bougies de taille 10 à 20,
,,,,20e s.,,Sans fabrique,,805,Pelvimètre ,
,,,,20e s.,,Sans marque,,806,Marteau à réflexes,
,,,,20e s.,Bon,M. Schaerer A.G.,,807,Pince ou forceps (à identifier),
,,,,20e s.,,Anketta,,808,Poire ou pompe (pour gynécologie? à identifier),
,,,,20e s.,Bon,Collin et Aesculap,,809,Dynamomètre,
,,,,20e s.,Bon,Sans marque,,810,Perforateur pour trépanation,
,,,,20e s.,,Sans marque,,813,Seringue à irrigation vaginale (à identifier),
,,,,20e s.,Bon,M. Schaerer A.G.,,814,Curette tranchante,
,,,,20e s.,Bon,Sans marque ,,817,Sonde ,
,,,,20e s.,Bon lé,Sans marque,,819,Amygalotome,
,,,,20e s.,Bon,Sans marque,,820,Sonde intra-utérine ,
,,,,20e s.,Bon,Sans marque,,821,Sonde intra-utérine,
,,,,20e s.,Bon,Sans marque,,822,Pince coupante,
,,,,20e s.,Bon,"Aesculap, Original Kielland",,834,Forceps,
,,,,20e s.,"Bon, légères rouilles","2 sans marque, 1 Margot & Jeannet, Lausanne",,835,3 spéculum,
,,,,20e s.,Bon,M. Schaerer et sans marque,,836,Curette tranchante,
,,,,20e s.,Bon,M. Schaerer A.G.,,872,Crochet,
,,,,20e s.,,Sans marque,,-506,Ecarteur latéral,
,,,,20e s.,Bon,Sans marque,,-508,5 bougies de taille 3 à 9,
,,,,20e s.,,Sans marque,,-509,Sonde à identifier ?,
,,,,20e s.,Bon,Sans marque,,-510,Deux sondes intra-utérine,
,,,,20e s.,Bon,Luer,,-511,Sonde à fistule,
Obstétrique,Le bois témoigne que cet instrument a été utilisé avant la généralisation de l’asepsie. Possiblement autour de 1800 ? Porte la marque Peter A Zurichhttp://www.aly-abbara.com/museum/medecine/pages_01/Tarnier/Forceps/forceps_historique.html,,Gynécologie,Fin 18e s.,,,,-512,Forceps,
,"Appareil ORL, avec miroirs frontal et pharyngiens + pinceaux pour appliquer l’anesthésiant localement. Les instruments plus longs et courbés sont probablement des instruments nasaux. Plus récent que l’objet suivant (IHM- 0514)",,,Fin 19e s.,Bon,,,-513,Set de miroirs pharyngiens + miroir frontal,
,"Appareil ORL, avec miroirs frontaux et pharyngiens. Manche d’instrument en corne, donc pré-asepsie . Autour de 1840-1850",,,Fin 19e s.,,,,-514,Set de miroirs pharyngiens + miroir frontal,
Ophtalmologie,Lüer à Paris. Urs Birschler estime qu’il s’agit d’un des objets les plus précieux de la collection.,,Ophtalmologie,Fin 19e s.,,,,-515,Set de chirurgie de l’oeil,
,On peut clipper et déclipper les instruments en appuyant sur le manche. Probablement début du XXe (la première école de dentisterie en Suisse (Europe?) ouvre à genève en 1870,,,Fin 19e s.,Bon,,,-517,Set dentisterie,
,,,,Première moitié du 20e s.,,,,-518,Ophtalmoscope Landolt (à identifier),
,"Pas d’informations supplémentaires, pour Urs Birschler aussi un objet ancien (1500) - mais aucune preuve, pour l’instant pas trouvé de modèle similaire dans la littérature ou les catalogues. ",,,,,,,-520,Pince,
,Instrument pour l’arrachage de dents - probablement XVIII siècle,,,Fin 18e s.,Rouillé,,,-521,Pélican dentaire,
,,,,,,,,-523,Ecarteur / ouvre-bouche,
,,,,20e s.,Bon,,,-524,Abaisse langue ,
,,,,,,,Argent,-525,Canule trachéale,
,Pour couper os notamment. ,,,,"Bon, légères rouilles",,,-526,Scie de Gigli,
,,,,,Bon,,,-527,Miroir réflecteur manuel,
,Manque une pompe et un tube de caoutchouc à accrocher à l’embout arrondi. ,,,,"Moyen, rouillé",,,-528,Otoscope,
Obstétrique,"Afin de mesurer l’écart entre le pubis et le bassin, afin de savoir si la femme est prête à accoucher. Urs Birschler estime cet instrument de 1500. Roxane Fuschetto estime quand à elle à plus tard la datation (cf. typo env. 1700)",,,,Bon,,,-516,Pelvimètre,
,"Spéculum. Autour de 1500 selon Urs Birchler (ouvrage à ce propos - Denis de Montandon ?? Chirurgien Barbier ? Demander à Urs Birchler) Dans plusieurs ouvrages du XVII, plusieurs modèles similaires représentés (Encyclopédie de Didierot et d’Alembert ; L’art du coutelier (1771)",,,Fin 18e s.,"Bon, rouillé",,,-519,Spéculum,
,Instrument pour l’arrachage de dents - XIX siècle ?,,,Fin 19e s.,moyen (manque un bout de poignée),,,-522,Clé dentaire,
ORL,,,,20e s.,Bon,,,-529,Support à écarteurs auriculaires,
ORL,,,,20e s.,Bon,,,-530,Ecarteurs auriculaires,
ORL,,,,20e s.,Bon,,,-531,Ecarteurs auriculaires,
ORL,,,,20e s.,Bon,,,-532,Ecarteurs auriculaires,
ORL,,,,20e s.,Bon,,,-533,Lots d’ampoules d’éclaireurs frontaux,
ORL,,,,20e s.,"Bon, la mousse se désintègre",,,-534,Eclaireur frontal,
ORL,,,,20e s.,"Bon, la mousse se désintègre",,,-535,Eclaireur frontal,
ORL,,,,20e s.,"Bon, la mousse se désintègre",,,-536,Eclaireur frontal,
ORL,,,,20e s.,"Bon, la mousse se désintègre",,,-537,Eclaireur frontal,
ORL,,,,20e s.,"Bon, la mousse se désintègre",,,-538,Eclaireur frontal,
ORL,,,,20e s.,"Bon, la mousse se désintègre",,,-539,Eclaireur frontal,
ORL,,,,20e s.,Bon,,,-540,Lot de câble de pour éclaireur frontal,
,"Comme indiqué sur l’étiquette : releveur de l’épiglote, crée par le Dr. L. de Reynier, ORL, à LEYSIN, en 1921",étiquette avec description ,,20e s.,Bon,Sans marque,,99,Releveur de l’épiglote ,
,,,,20e s.,Bon,Sans marque ,,235,Miroir frontal et bandeau ,
,,,,20e s.,Bon,Sans marque ,,242,Pince hémostatique,
,,,,20e s.,Bon,Sans marque,,243,Outil de dentisterie (fraiseuse? à identifier),
,,,,20e s.,Bon,Sans marque,,245,,
,,,,20e s.,Bon,Sans marque,,607,Miroir frontal et bandeau ,
,,,,20e s.,Bon,Sans marque,,632,Miroir laryngal,
,,,,20e s.,Bon,Sans marque,,791,Trousse métallique de chirurgie du larynx,
,,,,20e s.,Bon,Sans marque,,830,Miroir frontal et bandeau ,
,,,,20e s.,Bon,Sans marque,,831,Miroir frontal et bandeau ,
,,,,20e s.,Bon,Sans marque,,-541,Miroir frontal,
,,,,20e s.,Bon,Sans marque,,-542,Spéculum nasale ou auriculaire,
,,,,20e s.,Bon,Sans marque,,-543,lot de 10 spéculums nasaux ou auriculaires,
,,,,20e s.,Bon,Sans marque,,-544,Miroir laryngal,
,,,,20e s.,Bon,Sans marque,,-545,Spéculum nasale ou auriculaire avec étui en métal et bois,
,,,,20e s.,Bon,Sans marque,,-546,Spéculum nasale ou auriculaire,
,,,,20e s.,Bon,Sans marque,,-547,Poire à pression,
,,,,20e s.,Bon,Sans marque,,-548,Lot de 7 spéculums nasaux ou auriculaires,
,,,,20e s.,Bon,Sans marque,,-549,Joint métallique pour instrument ORL (à identifier),
,,,,20e s.,Bon,Sans marque,,-550,Lot de 3 spéculums nasaux ou auriculaires,
,,,,20e s.,Bon,Sans marque,,-551,Manche en bois ,
,,,,20e s.,Bon,Sans marque,,-552,Outil de dentisterie (à identifier),
,,,,20e s.,Bon,Sans marque,,-553,Vaccinostyles,
,,,,20e s.,Bon,Sans marque,,-554,Vaccinostyles,
,,,,20e s.,Bon,Sans marque,,-555,Lot de 8 miroirs laryngiens,
,,,,20e s.,Bon,Sans marque,,-556,Lot de 6 miroirs laryngiens,
,,,,20e s.,Bon,Sans marque,,-557,Lot de 4 miroirs laryngiens,
,,,,20e s.,Bon,Sans marque,,-558,Spéculum nasale ou auriculaire,
,,,,20e s.,Bon,Sans marque,,-559,Instrument pour amygdalectomie,
,,,,20e s.,Bon,Sans marque,,-560,Instrument pour amygdalectomie,
,,,,20e s.,Bon,Sans marque,,-561,Pince,
,,,,20e s.,Bon,Sans marque,,-562,Curettes,
,,,,20e s.,Bon,Sans marque,,-563,Manche à miroir,
,,,,20e s.,Bon,Sans marque,,-564,Abaisse langue métallique ,
,,,,,"Usé, rouillé",Sans marque,,-565,Diapason,
,,,,20e s.,Bon,Sans marque,,-566,Manche à miroir,
,,,ORL,,Bon,Sans marque,,340,amygdalotome,
,,,ORL,20e s.,Bon,Luer France,,435,Pince hémostatique,
,,,ORL,,Bon,Sans marque,,478,bistouri pour abcès péri-amygdales,
,,,ORL,,Bon,E. Gibi Inox,,479,décolleurs d’amygdales,
,,,ORL,,Bon,Sans marque,,479,écarteur de pilier,
,,,ORL,,Bon,Sans marque,,480,abaisse-langue pour narcose ( ou écarte-bouche pour narcose),
,,,ORL,,Bon,,,480,bistouri pour amygdales,
,,,ORL,,Bon,,,482,3 amygdalotomes,
,,,ORL,20e s.,Bon,Sans marque,,483,Aiguilles à sutures,
,,,ORL,,Bon,,,484,Tuyaux de verre pour le lavage des amygdales,
,,,ORL,,Bon,,,487,appareil ORL,
,,,ORL,,Bon,,,488,pince pour morcellement des amygdales,
,,,ORL,20e s.,Bon,"Luer, France",,498,serre-noeud (?),
,,,ORL,20e s.,Bon,H. Pfau,,878,Ouvre-bouche,
,,,ORL,20e s.,Bon,Sans marque,,-567,Miroir frontal,
,,,ORL,20e s.,Bon,Sans marque,,-568,Miroir frontal,
,,,ORL,20e s.,Bon,"Down Bros, London",,-569,abaisse-langue (écarte bouche pour narcose),
,,,ORL,20e s.,Bon,Sans marque,,-570,Abaisse-langue aspirateur de Le Mée,
,,,ORL,20e s.,Bon,"Mayers and Phelps, London",,-571,Abaisse-langue,
,,,ORL,20e s.,Bon,Sans marque,,-572,Abaisse-langue / aspire salive / écarte bouche pour narcose,
,,,ORL,20e s.,Bon,Sans marque,,-573,Miroir laryngien,
,,,ORL,20e s.,Bon,Storz-Rostfrei,,-574,Lot de 4 abaisse-langue / écarteur ,
,,,ORL,20e s.,Bon,Sans marque,,-575,3 amygdalotomes,
,,,ORL,20e s.,Bon,Sans marque,,-576,ouvre-bouche,
,Trousse permettant d’effectuer divers tests d’urine.,,,,,,,628,Urolabo,
"Diapositives, Photographies, Reproductions",Règlement de dissection encadré daté de 1932. Le texte est retranscrit dans le dossier du versement.,,,20e s.,moyen,,,-577,Règlement du laboratoire de dissection,
"Diapositives, Photographies, Reproductions",Portrait de John Hunter encadré.,,,20e s.,mauvais,,,-578,"Portrait de John Hunter, gravé par Sharp (1788), d’après Joshua Reynolds",
ORL,"Porte une étiquette sous le pied, mentionnant: “Privateigentum des Dr Fr Goll Zürich”Noté à la main: 23Désigne certainement Friedrich Goll (1829-1903)",,ORL,Fin 18e s.,,,,-579,Lampe,
"Dermatologie, vénéréologie","Cire dermatologique (moulage) sur planche de bois peinte en noir, entourée d’un tissu. étiquette N° 203, nom de l’affection, signature Graf, et inscription II.24 (probablement la date: février 1924). en bas à droite, peinture blanche recouvrant certainement un nom de patient (?). Au verso: N° 32.",,Dermatologie,1924,moyen,Hermann-Werner Graf (1897-1958),"Cire, bois, textile, papier, métal.",0.049,Syphilides psoriasiformes,"Clinique universitaire de Dermatologie, Lausanne"
"Dermatologie, vénéréologie","Cire dermatologique (moulage) sur bois peint en noir, entourée d’un tissu repeint. Etiquette “Clinique dermatologique universitaire, Lausanne”. Annotation Epithélioma développé sur lups, Juillet .24, Graf. Au verso, N° 74. Semble avoir été restauré (peinture blanche)",,Dermatologie,1924,moyen,Hermann-Werner Graf (1897-1958),"Cire, bois, textile, papier, métal.",0.008,Epithélioma développé sur lupus,"Clinique universitaire de Dermatologie, Lausanne"
"Dermatologie, vénéréologie","Cire dermatologique (moulage) sur plaque de bois peinte en noir. A été restaurée (peinture noire et peinture blanche sur le tissu). Le nom du patient a certainement été recouvert. étiquette “clinique dermatologique universitaire”. Date et signature. Au verso, N°45",,Dermatologie,1924,moyen,Hermann-Werner Graf (1897-1958),"Cire, bois, textile, papier, métal.",0.039,"Pityriasis rosé de Gibert, mai 1924","Clinique universitaire de Dermatologie, Lausanne"
Ophtalmologie,,,Ophtalmologie,20e s.,bon,Oculus,,799,Lunettes d’essai,
Ophtalmologie,,,Ophtalmologie,20e s.,bon,Oculus,,-580,Lunettes d’essai,
Ophtalmologie,,,Ophtalmologie,20e s.,bon,"Krahn, Hamburg",,-582,Scotomètre,
Ophtalmologie,6 instruments de chirurgie ophtalmique dans leur coffret tendu de velours.,,Ophtalmologie,Première moitié du 20e s.,bon,"Weiss, London",,47,Instruments de chirurgie ophtalmique,"Dr Henri Smolik, Veytaux/Montreux"
Ophtalmologie,,,Ophtalmologie,Première moitié du 20e s.,moyen,,,766,Ophtalmoscope,
Ophtalmologie,"4 instruments de chirurgie ophtalmique dans une boîte noire, tendue de velours bleu nuit. Sceau doré “82 Oxford street, London. J. Weiss & Son”. Belle couronne de laurier sur le bouton à pression qui referme le coffret.",,Ophtalmologie,20e s.,bon,"Weiss & Son Ltd, Oxford St., London",,53,instruments de chirurgie ophtalmique,"Dr Henri Smolik, Veytaux/Montreux"
Ophtalmologie,"Un instrument complet et deux têtes. Inscrit sur le coffret: Down Bros. 21, Saint Thomas’s St. London SE. Indique probablement le lieu de vente (Alors que l’instrument complet porte la mention “Weiss”)",,Ophtalmologie,20e s.,moyen,,,50,Instruments de chirurgie ophtalmique,"Dr Henri Smolik, Veytaux/Montreux"
Ophtalmologie,"Ophtalmodynamomètre avec une carte et des relevés manuscrits, dans une boîte.",,Ophtalmologie,20e s.,bon,"Sydow, Berlin",,-581,Ophtalmodynamomètre,
Ophtalmologie,"Ophtalmoscope avec manche en bois et loupe. Porte la mention “J. Felder Augen-Optik, Zürich, Theaterstr. 6” - j’ai peut être identifié ce magasin, qui a ouvert ses portes en 1920. On peut donc faire une hypothèse de datation: pas avant 1920.",,Ophtalmologie,20e s.,bon,,,79,Ophtalmoscope,
