ID,Image,Title,Category,Domain,Matching,Description,Documentation,Date,Condition,Creator,Materials,Origin
516,IHM-0516.jpg,Pelvimètre,Obstétrique,,456,"Afin de mesurer l’écart entre le pubis et le bassin, afin de savoir si la femme est prête à accoucher. Urs Birschler estime cet instrument de 1500. Roxane Fuschetto estime quand à elle à plus tard la datation (cf. typo env. 1700)",,,Bon,,,
529,IHM-0529.jpg,Support à écarteurs auriculaires,ORL,,458,,,20e s.,Bon,,,
530,IHM-0530.jpg,Ecarteurs auriculaires,ORL,,458,,,20e s.,Bon,,,
531,IHM-0531.jpg,Ecarteurs auriculaires,ORL,,458,,,20e s.,Bon,,,
532,IHM-0532.jpg,Ecarteurs auriculaires,ORL,,458,,,20e s.,Bon,,,
533,IHM-0533.jpg,Lots d’ampoules d’éclaireurs frontaux,ORL,,458,,,20e s.,Bon,,,
534,IHM-0534.jpg,Eclaireur frontal,ORL,,458,,,20e s.,"Bon, la mousse se désintègre",,,
535,IHM-0535.jpg,Eclaireur frontal,ORL,,458,,,20e s.,"Bon, la mousse se désintègre",,,
536,IHM-0536.jpg,Eclaireur frontal,ORL,,458,,,20e s.,"Bon, la mousse se désintègre",,,
537,IHM-0537.jpg,Eclaireur frontal,ORL,,458,,,20e s.,"Bon, la mousse se désintègre",,,
538,IHM-0538.jpg,Eclaireur frontal,ORL,,458,,,20e s.,"Bon, la mousse se désintègre",,,
539,IHM-0539.jpg,Eclaireur frontal,ORL,,458,,,20e s.,"Bon, la mousse se désintègre",,,
540,IHM-0540.jpg,Lot de câble de pour éclaireur frontal,ORL,,458,,,20e s.,Bon,,,
567,IHM-0567.jpg,Miroir frontal,,ORL,458,,,20e s.,Bon,Sans marque,,
568,IHM-0568.jpg,Miroir frontal,,ORL,458,,,20e s.,Bon,Sans marque,,
569,IHM-0569.jpg,abaisse-langue (écarte bouche pour narcose),,ORL,458,,,20e s.,Bon,"Down Bros, London",,
570,IHM-0570.jpg,Abaisse-langue aspirateur de Le Mée,,ORL,458,,,20e s.,Bon,Sans marque,,
571,IHM-0571.jpg,Abaisse-langue,,ORL,458,,,20e s.,Bon,"Mayers and Phelps, London",,
572,IHM-0572.jpg,Abaisse-langue / aspire salive / écarte bouche pour narcose,,ORL,458,,,20e s.,Bon,Sans marque,,
573,IHM-0573.jpg,Miroir laryngien,,ORL,458,,,20e s.,Bon,Sans marque,,
574,IHM-0574.jpg,Lot de 4 abaisse-langue / écarteur,,ORL,458,,,20e s.,Bon,Storz-Rostfrei,,
575,IHM-0575.jpg,3 amygdalotomes,,ORL,458,,,20e s.,Bon,Sans marque,,
576,IHM-0576.jpg,ouvre-bouche,,ORL,458,,,20e s.,Bon,Sans marque,,
579,IHM-0579.jpg,Lampe,ORL,ORL,458,"Porte une étiquette sous le pied, mentionnant: “Privateigentum des Dr Fr Goll Zürich”Noté à la main: 23Désigne certainement Friedrich Goll (1829-1903)",,Fin 18e s.,,,,
580,IHM-0580.jpg,Lunettes d’essai,Ophtalmologie,Ophtalmologie,3015,,,20e s.,bon,Oculus,,
581,IHM-0581.jpg,Ophtalmodynamomètre,Ophtalmologie,Ophtalmologie,3015,"Ophtalmodynamomètre avec une carte et des relevés manuscrits, dans une boîte.",,20e s.,bon,"Sydow, Berlin",,
582,IHM-0582.jpg,Scotomètre,Ophtalmologie,Ophtalmologie,3015,,,20e s.,bon,"Krahn, Hamburg",,
583,IHM-0583.jpg,Pince pour chirurgie de l’oeil,Ophtalmologie,Ophtalmologie,3015,Pince chirurgicale avec l’inscription “HERTL” à l’intérieur d’une des branches.,,20e s.,bon,Herlt,,
585,IHM-0585.jpg,Boîte de dissection,Anatomie,,10,"Jeu d’instruments de dissection comprenant:- 5 scalpels manche bakélite- 2 paires de ciseaux- 2 pincettes anatomiques- 1 scie- 1 ciseau à os- 1 gouge- 1 marteau- 1 sonde - aiguille boutonnée- 1 érigne à 3 chaînes- 1 aiguille droite - 1 aiguille courbeQuelques instruments sont signés Charrière, Parisdans boîte de bois brun",,XXème s.,,,,
586,IHM-0586.jpg,Amygdalotomes,ORL,,458,Boîte de métal contenant :- 1 manche- 1 tige- 3 amygdalotomes de tailles différentes,,XXème s.,,,,
588,IHM-0588.jpg,Lot d’instruments,Obstétrique,,456,"Lot d’une trentaine d’instruments variés: -12  sondes en métal de différentes tailles -  1 sonde en verre -  3 sondes boutonnées-  2 seringues -  3 speculumsayant servis aux avortements clandestins.Ce matériel a été récupéré par l’Institut de médecine légale, vraisemblablement dans les années 1930-1960.",,XXème s.,,,,Institut médecine légale
592,IHM-0592.jpg,Cire anatomique de l’abdomen,Anatomie,Anatomie,10,"Cire anatomique de l’abdomen, dans une vitrine.",,Première moitié du 20e s.,moyen (sale),"Tramond, Paris","cire, bois, verre, textile",
601,IHM-0601.jpg,Masque d’anesthésie (structure),Anesthésiologie,Anesthésiologie - Soins intensifs,46,Structure métallique pour masque d’anesthésie. Logo avec une tête d’aigle surmontant un M,,20e s.,,,,
602,IHM-0602.jpg,Chloraethyl Dr. Henning,Pharmacie,Pharmacie - Pharmacologie,160,"Chlorure d’éthyle pour anesthésie locale. Il me semble que sur le verso de l’étiquette (visible en transparence) on a la date de péremption (181172) il s’agirait donc d’un médicament produit autour de 1970. Le tout comprend: une bombonne (vide), une notice, et l’emballage.",,20e s.,,,,
603,IHM-0603.jpg,Seringue pour injection d’Irgapyrin,Pharmacie,Pharmacie - Pharmacologie,160,Seringue 5 ml dans son étui (cylindre métallique) avec gravure “irgapyrin”,,20e s.,,,,
605,IHM-0605.jpg,Stéthoscope monaural,Diagnostic,Médecine générale,40,Stéthoscope monaural en bois clair.,,20e s.,,,,
607,IHM-0607.jpg,Lot de fil à suturer,Chirurgie générale,,450,7 flacons contenant des bobines de fil à suturer (Dr. Vömel Original Nahtmaterial ),,20e s.,,,,
618,IHM-0618.jpg,Stimulateur cardiaque Thera SR - Pacemaker,Chirurgie cardiaque,,451,Stimulateur cardiaque implantable simple chambre à fréquence asservie  (SSIR) Thera SR Medtronic.,,XXème s.,,Medtronic,,
619,IHM-0619.jpg,"Prothèses de la valve mitrale, 1968-1973",Chirurgie cardiaque,,451,"Coffret avec plusieurs valves de taille différente (taille 1 à taille 4) provenant de l’Hôpital Hammersmith de Londres, 2 jauges de la marque Beall pour mesurer la taille de la valve mitrale, 3 jauges d’une marque non identifiée, 2 systèmes de résection latérale. ",,XXème s.,,Portex,,
625,IHM-0625.jpg,5 instruments ORL (curettes et sondes),ORL,ORL,458,,,,,,,
633,IHM-0633.jpg,Amygdalotome,,ORL,458,,,,,Mathieu,,
636,IHM-0636.jpg,Spéculum (nez ou oreilles),,ORL,458,Dans une boîte rouge avec le nom du médecin Tscharner,,20e s.,,,,
637,IHM-0637.jpg,Stéthoscope,,,40,Stéthoscope dont il manque le tube caoutchouc.,,20e s.,,,,
638,IHM-0638.jpg,Aspire-salive,,,27,1ère femme dentiste de Bâle,,20e s.,,,,
639,IHM-0639.jpg,Aspire-salive,,,27,1ère femme dentiste de Bâle,,20e s.,,,,
640,IHM-0640.jpg,23 daviers divers,,,27,1ère femme dentiste de Bâle,,20e s.,,,,
641,IHM-0641.jpg,5 porte-empreinte,,,27,,,20e s.,,,,
642,IHM-0642.jpg,Ouvre-bouche,,,27,1ère femme dentiste Bâle,,,,,,
646,IHM-0646.jpg,Pipe de Ticchioni pour laryngectomisé,ORL,ORL,458,"Coffret rouge renfermant une pipe pour laryngectomisé avec chargeur, une chaînette, deux cure-pipes et deux embouts de rechange.Contient un mode d’emploi et une preuve d’achat.",,1979 (achat); 20e s.,bon,,,France
648,IHM-0648.jpg,Ophtalmoscope,Ophtalmologie,,3015,,,20e s.,,,,
649,IHM-0649.jpg,Boîte de coupes histologiques (pathologie),Laboratoire,,100,"Boîte de coupes histologiques, noire, marque Assistent.",,1966-1967 ; 20e s.,,,,
650,IHM-0650.jpg,Boîte de coupes histologiques (pathologie),Laboratoire,,100,"Boîte de coupes histologiques, noire, marque Assistent.",,1966-1967 ; 20e s.,,,,
651,IHM-0651.jpg,Boîte de coupes histologiques (physiologie),Laboratoire,,100,"Boîte de coupes histologiques verte, avec inscription à la main (Boîte 2 Eric)",,1966-1967 ; 20e s.,,,,
652,IHM-0652.jpg,Papier d’enregistrement pour électrocardiogramme (ECG),Diagnostic,,40,"Boîte contenant des papiers d’enregistrement pour ECG, plié en Z, 18m de long, largeur 32 mm, thermoréactif.",,20e s.,,"Schiller, Switzerland",,
653,IHM-0653.jpg,Boîte avec divers instruments de chirurgie,Chirurgie générale,,450,Boîte avec des instruments de chirurgie,,20e s.,,,,
655,IHM-0655.jpg,Guide d’électrocardiographie,,,3001,“Un ensemble représentatif d’électrocardiogrammes choisis pour aider le médecin dans l’identification de tracés s’écartant de la normale”,,20e s.,,Merck Sharp & Dohme,,
657,IHM-0657.jpg,Electrocardiogramme (ECG) portatif,,,3001,"appareil, raccordement électrique, bandes caoutchouc, explications manuscrites",,,,,,
663,IHM-0663.jpg,Tour dentaire à pédale,,,27,"Tour dentaire à pédale avec embout (cassé).Le mécanisme est actionné par un pédalier relié à un système de roue, poulie et courroie.L’objet est en moyen état de conservation. Il est sale, rouillé et relativement fragilisé, mais il permet encore d’appréhender le fonctionnement initial de ce type de dispositif.",Voir fiche fonds,Fin 19e s.,moyen,,,
664,IHM-0664.jpg,Audiomètre portatif ou babymètre (?),ORL,,458,"Audiomètre portatif dans sa sacoche, fonctionnant à piles. Il s’agit d’une petite caisse dotée de deux variateurs qui produisent du bruit blanc à plusieurs fréquences et intensités. Un écouteur est relié au dispositif, qui produit le bruit lorsqu’on appuie sur son bouton noir.Il porte la mention “audiomètre de dépistage précoce. Appareil breveté. VEIT-BIZAGUET-UBERSFELDPorte un N° d’inventaire CHUV: INV.85","Contrôle de l’adaptation de la prothèse auditive du jeune enfant sourd, avant l’acquisition du langage. P. Veit, G. Bizaguet, A. Ubersfeld, Paris, 1968",1968,moyen.,Philips,divers matériaux,
665,IHM-0665.jpg,Audiomètre,ORL,,458,Appareil avec deux molettes (heauring loss Db et Frequency Kc/s et un écran de contrôle (mA) qui peut être relié à un haut parleur.,,1960,moyen,Peters,,
666,IHM-0666.jpg,EPANAL UN,Pharmacie,,160,Echantillon médical gratuit d’Epanal Un. Tube métallique dans sa boîte en carton avec ordonnance. Contient 10 pastilles brunes.,Objet du mois février 2017,1957-1967,bon,"Laboratoires du Dr E. Bouchara, 8, Rue Pastourelle - Paris","carton, métal, papier, composé chimique (pastille)",
